Causas (lista perinatal reducida);Sexo;Nacional;Comunidades y Ciudades Autónomas;Total
67 Fisura del paladar y labio leporino;Ambos sexos;Total;Melilla;0
67 Fisura del paladar y labio leporino;Ambos sexos;Extranjero;;0
67 Fisura del paladar y labio leporino;Hombres;Total;;0
67 Fisura del paladar y labio leporino;Hombres;Total;Andalucía;0
67 Fisura del paladar y labio leporino;Hombres;Total;Aragón;0
67 Fisura del paladar y labio leporino;Hombres;Total;Asturias, Principado de;0
67 Fisura del paladar y labio leporino;Hombres;Total;Balears, Illes;0
67 Fisura del paladar y labio leporino;Hombres;Total;Canarias;0
67 Fisura del paladar y labio leporino;Hombres;Total;Cantabria;0
67 Fisura del paladar y labio leporino;Hombres;Total;Castilla y León;0
67 Fisura del paladar y labio leporino;Hombres;Total;Castilla-La Mancha;0
67 Fisura del paladar y labio leporino;Hombres;Total;Catalu¤a;0
67 Fisura del paladar y labio leporino;Hombres;Total;Comunitat Valenciana;0
67 Fisura del paladar y labio leporino;Hombres;Total;Extremadura;0
67 Fisura del paladar y labio leporino;Hombres;Total;Galicia;0
67 Fisura del paladar y labio leporino;Hombres;Total;Madrid, Comunidad de;0
67 Fisura del paladar y labio leporino;Hombres;Total;Murcia, Región de;0
67 Fisura del paladar y labio leporino;Hombres;Total;Navarra, Comunidad Foral de;0
67 Fisura del paladar y labio leporino;Hombres;Total;País Vasco;0
67 Fisura del paladar y labio leporino;Hombres;Total;Rioja, La;0
67 Fisura del paladar y labio leporino;Hombres;Total;Ceuta;0
67 Fisura del paladar y labio leporino;Hombres;Total;Melilla;0
67 Fisura del paladar y labio leporino;Hombres;Extranjero;;0
67 Fisura del paladar y labio leporino;Mujeres;Total;;0
67 Fisura del paladar y labio leporino;Mujeres;Total;Andalucía;0
67 Fisura del paladar y labio leporino;Mujeres;Total;Aragón;0
67 Fisura del paladar y labio leporino;Mujeres;Total;Asturias, Principado de;0
67 Fisura del paladar y labio leporino;Mujeres;Total;Balears, Illes;0
67 Fisura del paladar y labio leporino;Mujeres;Total;Canarias;0
67 Fisura del paladar y labio leporino;Mujeres;Total;Cantabria;0
67 Fisura del paladar y labio leporino;Mujeres;Total;Castilla y León;0
67 Fisura del paladar y labio leporino;Mujeres;Total;Castilla-La Mancha;0
67 Fisura del paladar y labio leporino;Mujeres;Total;Catalu¤a;0
67 Fisura del paladar y labio leporino;Mujeres;Total;Comunitat Valenciana;0
67 Fisura del paladar y labio leporino;Mujeres;Total;Extremadura;0
67 Fisura del paladar y labio leporino;Mujeres;Total;Galicia;0
67 Fisura del paladar y labio leporino;Mujeres;Total;Madrid, Comunidad de;0
67 Fisura del paladar y labio leporino;Mujeres;Total;Murcia, Región de;0
67 Fisura del paladar y labio leporino;Mujeres;Total;Navarra, Comunidad Foral de;0
67 Fisura del paladar y labio leporino;Mujeres;Total;País Vasco;0
67 Fisura del paladar y labio leporino;Mujeres;Total;Rioja, La;0
67 Fisura del paladar y labio leporino;Mujeres;Total;Ceuta;0
67 Fisura del paladar y labio leporino;Mujeres;Total;Melilla;0
67 Fisura del paladar y labio leporino;Mujeres;Extranjero;;0
68-70 Otras malformaciones congénitas del sistema digestivo;Ambos sexos;Total;;4
68-70 Otras malformaciones congénitas del sistema digestivo;Ambos sexos;Total;Andalucía;1
68-70 Otras malformaciones congénitas del sistema digestivo;Ambos sexos;Total;Aragón;0
68-70 Otras malformaciones congénitas del sistema digestivo;Ambos sexos;Total;Asturias, Principado de;0
68-70 Otras malformaciones congénitas del sistema digestivo;Ambos sexos;Total;Balears, Illes;0
68-70 Otras malformaciones congénitas del sistema digestivo;Ambos sexos;Total;Canarias;0
68-70 Otras malformaciones congénitas del sistema digestivo;Ambos sexos;Total;Cantabria;0
68-70 Otras malformaciones congénitas del sistema digestivo;Ambos sexos;Total;Castilla y León;0
68-70 Otras malformaciones congénitas del sistema digestivo;Ambos sexos;Total;Castilla-La Mancha;0
68-70 Otras malformaciones congénitas del sistema digestivo;Ambos sexos;Total;Catalu¤a;1
68-70 Otras malformaciones congénitas del sistema digestivo;Ambos sexos;Total;Comunitat Valenciana;1
68-70 Otras malformaciones congénitas del sistema digestivo;Ambos sexos;Total;Extremadura;0
68-70 Otras malformaciones congénitas del sistema digestivo;Ambos sexos;Total;Galicia;0
68-70 Otras malformaciones congénitas del sistema digestivo;Ambos sexos;Total;Madrid, Comunidad de;1
68-70 Otras malformaciones congénitas del sistema digestivo;Ambos sexos;Total;Murcia, Región de;0
68-70 Otras malformaciones congénitas del sistema digestivo;Ambos sexos;Total;Navarra, Comunidad Foral de;0
68-70 Otras malformaciones congénitas del sistema digestivo;Ambos sexos;Total;País Vasco;0
68-70 Otras malformaciones congénitas del sistema digestivo;Ambos sexos;Total;Rioja, La;0
68-70 Otras malformaciones congénitas del sistema digestivo;Ambos sexos;Total;Ceuta;0
68-70 Otras malformaciones congénitas del sistema digestivo;Ambos sexos;Total;Melilla;0
68-70 Otras malformaciones congénitas del sistema digestivo;Ambos sexos;Extranjero;;0
68-70 Otras malformaciones congénitas del sistema digestivo;Hombres;Total;;2
68-70 Otras malformaciones congénitas del sistema digestivo;Hombres;Total;Andalucía;0
68-70 Otras malformaciones congénitas del sistema digestivo;Hombres;Total;Aragón;0
68-70 Otras malformaciones congénitas del sistema digestivo;Hombres;Total;Asturias, Principado de;0
68-70 Otras malformaciones congénitas del sistema digestivo;Hombres;Total;Balears, Illes;0
68-70 Otras malformaciones congénitas del sistema digestivo;Hombres;Total;Canarias;0
68-70 Otras malformaciones congénitas del sistema digestivo;Hombres;Total;Cantabria;0
68-70 Otras malformaciones congénitas del sistema digestivo;Hombres;Total;Castilla y León;0
68-70 Otras malformaciones congénitas del sistema digestivo;Hombres;Total;Castilla-La Mancha;0
68-70 Otras malformaciones congénitas del sistema digestivo;Hombres;Total;Catalu¤a;1
68-70 Otras malformaciones congénitas del sistema digestivo;Hombres;Total;Comunitat Valenciana;0
68-70 Otras malformaciones congénitas del sistema digestivo;Hombres;Total;Extremadura;0
68-70 Otras malformaciones congénitas del sistema digestivo;Hombres;Total;Galicia;0
68-70 Otras malformaciones congénitas del sistema digestivo;Hombres;Total;Madrid, Comunidad de;1
68-70 Otras malformaciones congénitas del sistema digestivo;Hombres;Total;Murcia, Región de;0
68-70 Otras malformaciones congénitas del sistema digestivo;Hombres;Total;Navarra, Comunidad Foral de;0
68-70 Otras malformaciones congénitas del sistema digestivo;Hombres;Total;País Vasco;0
68-70 Otras malformaciones congénitas del sistema digestivo;Hombres;Total;Rioja, La;0
68-70 Otras malformaciones congénitas del sistema digestivo;Hombres;Total;Ceuta;0
68-70 Otras malformaciones congénitas del sistema digestivo;Hombres;Total;Melilla;0
68-70 Otras malformaciones congénitas del sistema digestivo;Hombres;Extranjero;;0
68-70 Otras malformaciones congénitas del sistema digestivo;Mujeres;Total;;2
68-70 Otras malformaciones congénitas del sistema digestivo;Mujeres;Total;Andalucía;1
68-70 Otras malformaciones congénitas del sistema digestivo;Mujeres;Total;Aragón;0
68-70 Otras malformaciones congénitas del sistema digestivo;Mujeres;Total;Asturias, Principado de;0
68-70 Otras malformaciones congénitas del sistema digestivo;Mujeres;Total;Balears, Illes;0
68-70 Otras malformaciones congénitas del sistema digestivo;Mujeres;Total;Canarias;0
68-70 Otras malformaciones congénitas del sistema digestivo;Mujeres;Total;Cantabria;0
68-70 Otras malformaciones congénitas del sistema digestivo;Mujeres;Total;Castilla y León;0
68-70 Otras malformaciones congénitas del sistema digestivo;Mujeres;Total;Castilla-La Mancha;0
68-70 Otras malformaciones congénitas del sistema digestivo;Mujeres;Total;Catalu¤a;0
68-70 Otras malformaciones congénitas del sistema digestivo;Mujeres;Total;Comunitat Valenciana;1
68-70 Otras malformaciones congénitas del sistema digestivo;Mujeres;Total;Extremadura;0
68-70 Otras malformaciones congénitas del sistema digestivo;Mujeres;Total;Galicia;0
68-70 Otras malformaciones congénitas del sistema digestivo;Mujeres;Total;Madrid, Comunidad de;0
68-70 Otras malformaciones congénitas del sistema digestivo;Mujeres;Total;Murcia, Región de;0
68-70 Otras malformaciones congénitas del sistema digestivo;Mujeres;Total;Navarra, Comunidad Foral de;0
68-70 Otras malformaciones congénitas del sistema digestivo;Mujeres;Total;País Vasco;0
68-70 Otras malformaciones congénitas del sistema digestivo;Mujeres;Total;Rioja, La;0
68-70 Otras malformaciones congénitas del sistema digestivo;Mujeres;Total;Ceuta;0
68-70 Otras malformaciones congénitas del sistema digestivo;Mujeres;Total;Melilla;0
68-70 Otras malformaciones congénitas del sistema digestivo;Mujeres;Extranjero;;0
71 Malformaciones congenitas de los órganos genitales;Ambos sexos;Total;;0
71 Malformaciones congenitas de los órganos genitales;Ambos sexos;Total;Andalucía;0
71 Malformaciones congenitas de los órganos genitales;Ambos sexos;Total;Aragón;0
71 Malformaciones congenitas de los órganos genitales;Ambos sexos;Total;Asturias, Principado de;0
71 Malformaciones congenitas de los órganos genitales;Ambos sexos;Total;Balears, Illes;0
71 Malformaciones congenitas de los órganos genitales;Ambos sexos;Total;Canarias;0
71 Malformaciones congenitas de los órganos genitales;Ambos sexos;Total;Cantabria;0
71 Malformaciones congenitas de los órganos genitales;Ambos sexos;Total;Castilla y León;0
71 Malformaciones congenitas de los órganos genitales;Ambos sexos;Total;Castilla-La Mancha;0
71 Malformaciones congenitas de los órganos genitales;Ambos sexos;Total;Catalu¤a;0
71 Malformaciones congenitas de los órganos genitales;Ambos sexos;Total;Comunitat Valenciana;0
71 Malformaciones congenitas de los órganos genitales;Ambos sexos;Total;Extremadura;0
71 Malformaciones congenitas de los órganos genitales;Ambos sexos;Total;Galicia;0
71 Malformaciones congenitas de los órganos genitales;Ambos sexos;Total;Madrid, Comunidad de;0
71 Malformaciones congenitas de los órganos genitales;Ambos sexos;Total;Murcia, Región de;0
71 Malformaciones congenitas de los órganos genitales;Ambos sexos;Total;Navarra, Comunidad Foral de;0
71 Malformaciones congenitas de los órganos genitales;Ambos sexos;Total;País Vasco;0
71 Malformaciones congenitas de los órganos genitales;Ambos sexos;Total;Rioja, La;0
71 Malformaciones congenitas de los órganos genitales;Ambos sexos;Total;Ceuta;0
71 Malformaciones congenitas de los órganos genitales;Ambos sexos;Total;Melilla;0
71 Malformaciones congenitas de los órganos genitales;Ambos sexos;Extranjero;;0
71 Malformaciones congenitas de los órganos genitales;Hombres;Total;;0
71 Malformaciones congenitas de los órganos genitales;Hombres;Total;Andalucía;0
71 Malformaciones congenitas de los órganos genitales;Hombres;Total;Aragón;0
71 Malformaciones congenitas de los órganos genitales;Hombres;Total;Asturias, Principado de;0
71 Malformaciones congenitas de los órganos genitales;Hombres;Total;Balears, Illes;0
71 Malformaciones congenitas de los órganos genitales;Hombres;Total;Canarias;0
71 Malformaciones congenitas de los órganos genitales;Hombres;Total;Cantabria;0
71 Malformaciones congenitas de los órganos genitales;Hombres;Total;Castilla y León;0
71 Malformaciones congenitas de los órganos genitales;Hombres;Total;Castilla-La Mancha;0
71 Malformaciones congenitas de los órganos genitales;Hombres;Total;Catalu¤a;0
71 Malformaciones congenitas de los órganos genitales;Hombres;Total;Comunitat Valenciana;0
71 Malformaciones congenitas de los órganos genitales;Hombres;Total;Extremadura;0
71 Malformaciones congenitas de los órganos genitales;Hombres;Total;Galicia;0
71 Malformaciones congenitas de los órganos genitales;Hombres;Total;Madrid, Comunidad de;0
71 Malformaciones congenitas de los órganos genitales;Hombres;Total;Murcia, Región de;0
71 Malformaciones congenitas de los órganos genitales;Hombres;Total;Navarra, Comunidad Foral de;0
71 Malformaciones congenitas de los órganos genitales;Hombres;Total;País Vasco;0
71 Malformaciones congenitas de los órganos genitales;Hombres;Total;Rioja, La;0
71 Malformaciones congenitas de los órganos genitales;Hombres;Total;Ceuta;0
71 Malformaciones congenitas de los órganos genitales;Hombres;Total;Melilla;0
71 Malformaciones congenitas de los órganos genitales;Hombres;Extranjero;;0
71 Malformaciones congenitas de los órganos genitales;Mujeres;Total;;0
71 Malformaciones congenitas de los órganos genitales;Mujeres;Total;Andalucía;0
71 Malformaciones congenitas de los órganos genitales;Mujeres;Total;Aragón;0
71 Malformaciones congenitas de los órganos genitales;Mujeres;Total;Asturias, Principado de;0
71 Malformaciones congenitas de los órganos genitales;Mujeres;Total;Balears, Illes;0
71 Malformaciones congenitas de los órganos genitales;Mujeres;Total;Canarias;0
71 Malformaciones congenitas de los órganos genitales;Mujeres;Total;Cantabria;0
71 Malformaciones congenitas de los órganos genitales;Mujeres;Total;Castilla y León;0
71 Malformaciones congenitas de los órganos genitales;Mujeres;Total;Castilla-La Mancha;0
71 Malformaciones congenitas de los órganos genitales;Mujeres;Total;Catalu¤a;0
71 Malformaciones congenitas de los órganos genitales;Mujeres;Total;Comunitat Valenciana;0
71 Malformaciones congenitas de los órganos genitales;Mujeres;Total;Extremadura;0
71 Malformaciones congenitas de los órganos genitales;Mujeres;Total;Galicia;0
71 Malformaciones congenitas de los órganos genitales;Mujeres;Total;Madrid, Comunidad de;0
71 Malformaciones congenitas de los órganos genitales;Mujeres;Total;Murcia, Región de;0
71 Malformaciones congenitas de los órganos genitales;Mujeres;Total;Navarra, Comunidad Foral de;0
71 Malformaciones congenitas de los órganos genitales;Mujeres;Total;País Vasco;0
71 Malformaciones congenitas de los órganos genitales;Mujeres;Total;Rioja, La;0
71 Malformaciones congenitas de los órganos genitales;Mujeres;Total;Ceuta;0
71 Malformaciones congenitas de los órganos genitales;Mujeres;Total;Melilla;0
71 Malformaciones congenitas de los órganos genitales;Mujeres;Extranjero;;0
72-76 Malformaciones congenitas del sistema urinario;Ambos sexos;Total;;6
72-76 Malformaciones congenitas del sistema urinario;Ambos sexos;Total;Andalucía;1
72-76 Malformaciones congenitas del sistema urinario;Ambos sexos;Total;Aragón;0
72-76 Malformaciones congenitas del sistema urinario;Ambos sexos;Total;Asturias, Principado de;0
72-76 Malformaciones congenitas del sistema urinario;Ambos sexos;Total;Balears, Illes;0
72-76 Malformaciones congenitas del sistema urinario;Ambos sexos;Total;Canarias;0
72-76 Malformaciones congenitas del sistema urinario;Ambos sexos;Total;Cantabria;0
72-76 Malformaciones congenitas del sistema urinario;Ambos sexos;Total;Castilla y León;1
72-76 Malformaciones congenitas del sistema urinario;Ambos sexos;Total;Castilla-La Mancha;0
72-76 Malformaciones congenitas del sistema urinario;Ambos sexos;Total;Catalu¤a;2
72-76 Malformaciones congenitas del sistema urinario;Ambos sexos;Total;Comunitat Valenciana;0
72-76 Malformaciones congenitas del sistema urinario;Ambos sexos;Total;Extremadura;0
72-76 Malformaciones congenitas del sistema urinario;Ambos sexos;Total;Galicia;0
72-76 Malformaciones congenitas del sistema urinario;Ambos sexos;Total;Madrid, Comunidad de;0
72-76 Malformaciones congenitas del sistema urinario;Ambos sexos;Total;Murcia, Región de;2
72-76 Malformaciones congenitas del sistema urinario;Ambos sexos;Total;Navarra, Comunidad Foral de;0
72-76 Malformaciones congenitas del sistema urinario;Ambos sexos;Total;País Vasco;0
72-76 Malformaciones congenitas del sistema urinario;Ambos sexos;Total;Rioja, La;0
72-76 Malformaciones congenitas del sistema urinario;Ambos sexos;Total;Ceuta;0
72-76 Malformaciones congenitas del sistema urinario;Ambos sexos;Total;Melilla;0
72-76 Malformaciones congenitas del sistema urinario;Ambos sexos;Extranjero;;0
72-76 Malformaciones congenitas del sistema urinario;Hombres;Total;;5
72-76 Malformaciones congenitas del sistema urinario;Hombres;Total;Andalucía;0
72-76 Malformaciones congenitas del sistema urinario;Hombres;Total;Aragón;0
72-76 Malformaciones congenitas del sistema urinario;Hombres;Total;Asturias, Principado de;0
72-76 Malformaciones congenitas del sistema urinario;Hombres;Total;Balears, Illes;0
72-76 Malformaciones congenitas del sistema urinario;Hombres;Total;Canarias;0
72-76 Malformaciones congenitas del sistema urinario;Hombres;Total;Cantabria;0
72-76 Malformaciones congenitas del sistema urinario;Hombres;Total;Castilla y León;1
72-76 Malformaciones congenitas del sistema urinario;Hombres;Total;Castilla-La Mancha;0
72-76 Malformaciones congenitas del sistema urinario;Hombres;Total;Catalu¤a;2
72-76 Malformaciones congenitas del sistema urinario;Hombres;Total;Comunitat Valenciana;0
72-76 Malformaciones congenitas del sistema urinario;Hombres;Total;Extremadura;0
72-76 Malformaciones congenitas del sistema urinario;Hombres;Total;Galicia;0
72-76 Malformaciones congenitas del sistema urinario;Hombres;Total;Madrid, Comunidad de;0
72-76 Malformaciones congenitas del sistema urinario;Hombres;Total;Murcia, Región de;2
72-76 Malformaciones congenitas del sistema urinario;Hombres;Total;Navarra, Comunidad Foral de;0
72-76 Malformaciones congenitas del sistema urinario;Hombres;Total;País Vasco;0
72-76 Malformaciones congenitas del sistema urinario;Hombres;Total;Rioja, La;0
72-76 Malformaciones congenitas del sistema urinario;Hombres;Total;Ceuta;0
72-76 Malformaciones congenitas del sistema urinario;Hombres;Total;Melilla;0
72-76 Malformaciones congenitas del sistema urinario;Hombres;Extranjero;;0
72-76 Malformaciones congenitas del sistema urinario;Mujeres;Total;;1
72-76 Malformaciones congenitas del sistema urinario;Mujeres;Total;Andalucía;1
72-76 Malformaciones congenitas del sistema urinario;Mujeres;Total;Aragón;0
72-76 Malformaciones congenitas del sistema urinario;Mujeres;Total;Asturias, Principado de;0
72-76 Malformaciones congenitas del sistema urinario;Mujeres;Total;Balears, Illes;0
72-76 Malformaciones congenitas del sistema urinario;Mujeres;Total;Canarias;0
72-76 Malformaciones congenitas del sistema urinario;Mujeres;Total;Cantabria;0
72-76 Malformaciones congenitas del sistema urinario;Mujeres;Total;Castilla y León;0
72-76 Malformaciones congenitas del sistema urinario;Mujeres;Total;Castilla-La Mancha;0
72-76 Malformaciones congenitas del sistema urinario;Mujeres;Total;Catalu¤a;0
72-76 Malformaciones congenitas del sistema urinario;Mujeres;Total;Comunitat Valenciana;0
72-76 Malformaciones congenitas del sistema urinario;Mujeres;Total;Extremadura;0
72-76 Malformaciones congenitas del sistema urinario;Mujeres;Total;Galicia;0
72-76 Malformaciones congenitas del sistema urinario;Mujeres;Total;Madrid, Comunidad de;0
72-76 Malformaciones congenitas del sistema urinario;Mujeres;Total;Murcia, Región de;0
72-76 Malformaciones congenitas del sistema urinario;Mujeres;Total;Navarra, Comunidad Foral de;0
72-76 Malformaciones congenitas del sistema urinario;Mujeres;Total;País Vasco;0
72-76 Malformaciones congenitas del sistema urinario;Mujeres;Total;Rioja, La;0
72-76 Malformaciones congenitas del sistema urinario;Mujeres;Total;Ceuta;0
72-76 Malformaciones congenitas del sistema urinario;Mujeres;Total;Melilla;0
72-76 Malformaciones congenitas del sistema urinario;Mujeres;Extranjero;;0
77 Malformaciones y deformidades congénitas del sistema osteomuscular;Ambos sexos;Total;;7
77 Malformaciones y deformidades congénitas del sistema osteomuscular;Ambos sexos;Total;Andalucía;3
77 Malformaciones y deformidades congénitas del sistema osteomuscular;Ambos sexos;Total;Aragón;0
77 Malformaciones y deformidades congénitas del sistema osteomuscular;Ambos sexos;Total;Asturias, Principado de;0
77 Malformaciones y deformidades congénitas del sistema osteomuscular;Ambos sexos;Total;Balears, Illes;0
77 Malformaciones y deformidades congénitas del sistema osteomuscular;Ambos sexos;Total;Canarias;1
77 Malformaciones y deformidades congénitas del sistema osteomuscular;Ambos sexos;Total;Cantabria;0
77 Malformaciones y deformidades congénitas del sistema osteomuscular;Ambos sexos;Total;Castilla y León;0
77 Malformaciones y deformidades congénitas del sistema osteomuscular;Ambos sexos;Total;Castilla-La Mancha;0
77 Malformaciones y deformidades congénitas del sistema osteomuscular;Ambos sexos;Total;Catalu¤a;2
77 Malformaciones y deformidades congénitas del sistema osteomuscular;Ambos sexos;Total;Comunitat Valenciana;0
77 Malformaciones y deformidades congénitas del sistema osteomuscular;Ambos sexos;Total;Extremadura;1
77 Malformaciones y deformidades congénitas del sistema osteomuscular;Ambos sexos;Total;Galicia;0
77 Malformaciones y deformidades congénitas del sistema osteomuscular;Ambos sexos;Total;Madrid, Comunidad de;0
77 Malformaciones y deformidades congénitas del sistema osteomuscular;Ambos sexos;Total;Murcia, Región de;0
77 Malformaciones y deformidades congénitas del sistema osteomuscular;Ambos sexos;Total;Navarra, Comunidad Foral de;0
77 Malformaciones y deformidades congénitas del sistema osteomuscular;Ambos sexos;Total;País Vasco;0
77 Malformaciones y deformidades congénitas del sistema osteomuscular;Ambos sexos;Total;Rioja, La;0
77 Malformaciones y deformidades congénitas del sistema osteomuscular;Ambos sexos;Total;Ceuta;0
77 Malformaciones y deformidades congénitas del sistema osteomuscular;Ambos sexos;Total;Melilla;0
77 Malformaciones y deformidades congénitas del sistema osteomuscular;Ambos sexos;Extranjero;;0
77 Malformaciones y deformidades congénitas del sistema osteomuscular;Hombres;Total;;3
77 Malformaciones y deformidades congénitas del sistema osteomuscular;Hombres;Total;Andalucía;0
77 Malformaciones y deformidades congénitas del sistema osteomuscular;Hombres;Total;Aragón;0
77 Malformaciones y deformidades congénitas del sistema osteomuscular;Hombres;Total;Asturias, Principado de;0
77 Malformaciones y deformidades congénitas del sistema osteomuscular;Hombres;Total;Balears, Illes;0
77 Malformaciones y deformidades congénitas del sistema osteomuscular;Hombres;Total;Canarias;1
77 Malformaciones y deformidades congénitas del sistema osteomuscular;Hombres;Total;Cantabria;0
77 Malformaciones y deformidades congénitas del sistema osteomuscular;Hombres;Total;Castilla y León;0
77 Malformaciones y deformidades congénitas del sistema osteomuscular;Hombres;Total;Castilla-La Mancha;0
77 Malformaciones y deformidades congénitas del sistema osteomuscular;Hombres;Total;Catalu¤a;1
77 Malformaciones y deformidades congénitas del sistema osteomuscular;Hombres;Total;Comunitat Valenciana;0
77 Malformaciones y deformidades congénitas del sistema osteomuscular;Hombres;Total;Extremadura;1
77 Malformaciones y deformidades congénitas del sistema osteomuscular;Hombres;Total;Galicia;0
77 Malformaciones y deformidades congénitas del sistema osteomuscular;Hombres;Total;Madrid, Comunidad de;0
77 Malformaciones y deformidades congénitas del sistema osteomuscular;Hombres;Total;Murcia, Región de;0
77 Malformaciones y deformidades congénitas del sistema osteomuscular;Hombres;Total;Navarra, Comunidad Foral de;0
77 Malformaciones y deformidades congénitas del sistema osteomuscular;Hombres;Total;País Vasco;0
77 Malformaciones y deformidades congénitas del sistema osteomuscular;Hombres;Total;Rioja, La;0
77 Malformaciones y deformidades congénitas del sistema osteomuscular;Hombres;Total;Ceuta;0
77 Malformaciones y deformidades congénitas del sistema osteomuscular;Hombres;Total;Melilla;0
77 Malformaciones y deformidades congénitas del sistema osteomuscular;Hombres;Extranjero;;0
77 Malformaciones y deformidades congénitas del sistema osteomuscular;Mujeres;Total;;4
77 Malformaciones y deformidades congénitas del sistema osteomuscular;Mujeres;Total;Andalucía;3
77 Malformaciones y deformidades congénitas del sistema osteomuscular;Mujeres;Total;Aragón;0
77 Malformaciones y deformidades congénitas del sistema osteomuscular;Mujeres;Total;Asturias, Principado de;0
77 Malformaciones y deformidades congénitas del sistema osteomuscular;Mujeres;Total;Balears, Illes;0
77 Malformaciones y deformidades congénitas del sistema osteomuscular;Mujeres;Total;Canarias;0
77 Malformaciones y deformidades congénitas del sistema osteomuscular;Mujeres;Total;Cantabria;0
77 Malformaciones y deformidades congénitas del sistema osteomuscular;Mujeres;Total;Castilla y León;0
77 Malformaciones y deformidades congénitas del sistema osteomuscular;Mujeres;Total;Castilla-La Mancha;0
77 Malformaciones y deformidades congénitas del sistema osteomuscular;Mujeres;Total;Catalu¤a;1
77 Malformaciones y deformidades congénitas del sistema osteomuscular;Mujeres;Total;Comunitat Valenciana;0
77 Malformaciones y deformidades congénitas del sistema osteomuscular;Mujeres;Total;Extremadura;0
77 Malformaciones y deformidades congénitas del sistema osteomuscular;Mujeres;Total;Galicia;0
77 Malformaciones y deformidades congénitas del sistema osteomuscular;Mujeres;Total;Madrid, Comunidad de;0
77 Malformaciones y deformidades congénitas del sistema osteomuscular;Mujeres;Total;Murcia, Región de;0
77 Malformaciones y deformidades congénitas del sistema osteomuscular;Mujeres;Total;Navarra, Comunidad Foral de;0
77 Malformaciones y deformidades congénitas del sistema osteomuscular;Mujeres;Total;País Vasco;0
77 Malformaciones y deformidades congénitas del sistema osteomuscular;Mujeres;Total;Rioja, La;0
77 Malformaciones y deformidades congénitas del sistema osteomuscular;Mujeres;Total;Ceuta;0
77 Malformaciones y deformidades congénitas del sistema osteomuscular;Mujeres;Total;Melilla;0
77 Malformaciones y deformidades congénitas del sistema osteomuscular;Mujeres;Extranjero;;0
78 Otras malformaciones congénitas no clasificadas en otra parte;Ambos sexos;Total;;7
78 Otras malformaciones congénitas no clasificadas en otra parte;Ambos sexos;Total;Andalucía;3
78 Otras malformaciones congénitas no clasificadas en otra parte;Ambos sexos;Total;Aragón;0
78 Otras malformaciones congénitas no clasificadas en otra parte;Ambos sexos;Total;Asturias, Principado de;0
78 Otras malformaciones congénitas no clasificadas en otra parte;Ambos sexos;Total;Balears, Illes;0
78 Otras malformaciones congénitas no clasificadas en otra parte;Ambos sexos;Total;Canarias;0
78 Otras malformaciones congénitas no clasificadas en otra parte;Ambos sexos;Total;Cantabria;0
78 Otras malformaciones congénitas no clasificadas en otra parte;Ambos sexos;Total;Castilla y León;0
78 Otras malformaciones congénitas no clasificadas en otra parte;Ambos sexos;Total;Castilla-La Mancha;0
78 Otras malformaciones congénitas no clasificadas en otra parte;Ambos sexos;Total;Catalu¤a;1
78 Otras malformaciones congénitas no clasificadas en otra parte;Ambos sexos;Total;Comunitat Valenciana;1
78 Otras malformaciones congénitas no clasificadas en otra parte;Ambos sexos;Total;Extremadura;0
78 Otras malformaciones congénitas no clasificadas en otra parte;Ambos sexos;Total;Galicia;1
78 Otras malformaciones congénitas no clasificadas en otra parte;Ambos sexos;Total;Madrid, Comunidad de;0
78 Otras malformaciones congénitas no clasificadas en otra parte;Ambos sexos;Total;Murcia, Región de;0
78 Otras malformaciones congénitas no clasificadas en otra parte;Ambos sexos;Total;Navarra, Comunidad Foral de;0
78 Otras malformaciones congénitas no clasificadas en otra parte;Ambos sexos;Total;País Vasco;0
78 Otras malformaciones congénitas no clasificadas en otra parte;Ambos sexos;Total;Rioja, La;1
78 Otras malformaciones congénitas no clasificadas en otra parte;Ambos sexos;Total;Ceuta;0
78 Otras malformaciones congénitas no clasificadas en otra parte;Ambos sexos;Total;Melilla;0
78 Otras malformaciones congénitas no clasificadas en otra parte;Ambos sexos;Extranjero;;0
78 Otras malformaciones congénitas no clasificadas en otra parte;Hombres;Total;;4
78 Otras malformaciones congénitas no clasificadas en otra parte;Hombres;Total;Andalucía;3
78 Otras malformaciones congénitas no clasificadas en otra parte;Hombres;Total;Aragón;0
78 Otras malformaciones congénitas no clasificadas en otra parte;Hombres;Total;Asturias, Principado de;0
78 Otras malformaciones congénitas no clasificadas en otra parte;Hombres;Total;Balears, Illes;0
78 Otras malformaciones congénitas no clasificadas en otra parte;Hombres;Total;Canarias;0
78 Otras malformaciones congénitas no clasificadas en otra parte;Hombres;Total;Cantabria;0
78 Otras malformaciones congénitas no clasificadas en otra parte;Hombres;Total;Castilla y León;0
78 Otras malformaciones congénitas no clasificadas en otra parte;Hombres;Total;Castilla-La Mancha;0
78 Otras malformaciones congénitas no clasificadas en otra parte;Hombres;Total;Catalu¤a;0
78 Otras malformaciones congénitas no clasificadas en otra parte;Hombres;Total;Comunitat Valenciana;0
78 Otras malformaciones congénitas no clasificadas en otra parte;Hombres;Total;Extremadura;0
78 Otras malformaciones congénitas no clasificadas en otra parte;Hombres;Total;Galicia;1
78 Otras malformaciones congénitas no clasificadas en otra parte;Hombres;Total;Madrid, Comunidad de;0
78 Otras malformaciones congénitas no clasificadas en otra parte;Hombres;Total;Murcia, Región de;0
78 Otras malformaciones congénitas no clasificadas en otra parte;Hombres;Total;Navarra, Comunidad Foral de;0
